post,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3
Q: if i keep asking you not going<br>A: lmao i know lol u geek,No,0,,Yes,3,lol u geek,No,0,
Q: If I stopped talking to you would you care?<br>A: yes i would care why wouldnt i??,Yes,1,If I stopped talking to you would you care?,No,0,,No,0,
Q: If looks could give you aids would you make everybody blind?<br>A: probably lol,Yes,7,looks could give you aids,No,0,,No,0,
Q: If you died tomorrow  do you think I would care?<br>A: well i really wouldnt care if you cared or not cause id be dead lmao,No,0,,Yes,2,do you think I would care?,No,0,
Q: Im gONnA sTaLk U So HaRd!!!!!!!TiLL It HuRtS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!r<br>A: lol ok do what u gota do lol,No,0,,No,0,,Yes,7,"""""""""""""""stalk"""""""" and """"""""till it hurts"""""""""""""""
Q: im home now...need water<br>A: drink water,No,0,,No,0,,No,0,April Kontostathis
Q: imean.......<br>A: u mean,No,0,,No,1,,No,0,kinda stuck up
Q: imma become a flight pilot jus so i can fly over there u kno that? welll mabye not im that smart hehe<br>A: lmao u geek fly here party and fly bak if yah wana =D,No,0,,No,0,,Yes,5,u geek
Q: is doggy style the only style<br>A: Only one of the best styles i know,No,0,,Yes,9,is doggy style the only style,No,0,
Q: Is your little sister retarted or what?<br>A: lmao i dont know u talk to her and u know she is lmao,Yes,1,Is your little sister retarted or what?,No,0,,Yes,5,retarted
Q: It must suck to be ___________?<br>A: it must suck to be a teenager,No,0,,Yes,8,"""""""Q: It must suck to be ___________?",,,
Q: it&apos;s okay about ur netz  i undastand<br>A: yup same as ph net grrrrr,No,0,,Yes,2,"""""""it's okay about ur netz i undastand",,,
Q: its an old one..about being a woman.....lol....<br>A: ok,No,0,,Yes,1,being a woman,No,0,
Q: k..back..i just took some shots again....lol...then she said to me...u smoked today huh....and iw as no....<br>A: lmfao wow omg yeh i was suppose to have that talk with you about that lol smoking holy i keep haven to correct myself cause ur addictive spelling jeez,No,0,,Yes,1,some shots again,No,0,
Q: length or with? lolr<br>A: lmfao both is great maybe width lol,Yes,4,length or with? lolr,No,0,,No,0,
Q: lmao somones all distracted lmao cant write right now?? its ok i undastand ur obbsessed.<br>A: lmfao wat who not me ahaha shup u cu doing spaming my contacts go find your own lmao,Yes,7,lmao somones all distracted lmao cant write right now?? its ok i undastand ur obbsessed.,No,0,,No,0,
Q: lmao uhh ok but mess up and ull wake up one day with a patch lmafo..<br>A: wow u touch my hair ull die for sure lmao and oud have to get me soooper tired or drunk to be able to touch my hair to begin with lol,Yes,1,U touch my hair ull die,Yes,1,touch my hair ull die,No,0,
Q: LMFAO YOU CHANGE YOUR NUMBER AGAIN? SOME JUNGLE LMFAO VOICEMAIL GOES WITH UR NAME WTF IS UP WITH YOUR NAME?<br>A: LMFAO wat u mean again u doosh no i lost my fone cant find it no where if i dont find it tomorrow ima buy another one stfu my babys name chill we gota be the same to roll the same you know how we do =P,Yes,1,"""""""you doosh, stfu""""""",No,0,,No,0,
Q: lol u have a stalker O_O<br>A: i doo i actually have many :) can u take sum off my hands please :P,No,0,,Yes,3,stalker,No,0,
Q: lol vomit!...ever vomit in your mouth and didnt want to spit it out so you swallow it again?<br>A: ewwwwwwwwwwwww nooo yuck dont fill my page with such grossness lmao,No,0,,Yes,1,yuck dont fill my page with such grossness,No,0,
Q: lol..isnt it cool? well i use aussie words...like reckon...oi...and of courese my fav.........bat-tree<br>A: lmao its batter ree lmao u dork cause i dont say batry lmao who u been talking to,No,0,,Yes,1,u dork,No,0,
Q: lolz.. uhhhh when u gonna wash ma hair?? but u gotta treat it right tho ma cause i luv it a little less then u <br>A: lol ill wash it wen u get rid of that aussie shampoo u have lol,No,0,,No,0,,Yes,8,lol ill wash it wen u get rid of that aussie shampoo u have lol
Q: look at my fs<br>A: i just saw,Yes,9,look at my fs,No,0,,No,0,
Q: May I be your favorite stalker? Dam it!! I forgot to put it on &quot;anon&quot;. Good night/day hun:-)<br>A: ahahaha yes you are my fav stalker one of them n e ways :P,No,1,,Yes,4,"""""""May I be your favorite stalker, yes you are my fav stalker.""""""",No,0,
Q: May I have your phone number? **runs from  MistaFlintst0ne**<br>A: lol hmm mista flintst0ne what you think?? lol,No,0,,No,0,,Yes,6,may i have your phone number?
Q: nerd=p<br>A: welcome back wea have you been?? u late again lol joxx missed u muj,No,0,,Yes,1,nerd,No,0,
Q: no i think coolio is a rapper...so you couldn&apos;t have made it up...and u cant steal ours....&quot;hella&quot; and &quot;hecka&quot;<br>A: didnt say i made it up dork i said thats what i say,No,0,,Yes,3,"""""""""""""""u cant steal ours"""""""" """"""""dork""""""""""""""",Yes,2,didnt say i made it up dork
Q: NO! you&apos;re the fool lol<br>A: nah ahh she asked i answerd holy,Yes,2,you&apos;re the fool lol,Yes,1,you're the fool,No,0,
Q: O_O watch out haters are bck lmao<br>A: lol i know wat u means lol,No,0,,No,0,,Yes,1,haters
Q: Oh  and before I go .. You didn&apos;t even add me in Facebook punk :P lol .. See you tomorrow :) ..<br>A: awwwww im soo sori ill do it tomorrow lol nah for real seen as i have nothing else to do,No,0,,Yes,1,punk,No,0,
Q: Oh  yeah  I &apos;did&apos; know Emily .. The two of us were in our schools band :) .. Her voice annoyed me  it&apos;s annoyingly &apos;high&apos; .. Oh  and tell me  why&apos;d you nearly knock her out ?? Lol .. I&apos;ll tell you a story about something like that to do with her lol ..<br>A: lmfaooooooo,No,0,,Yes,1,I'll tell you a story about something like that to do with her lol,Yes,8,Her voice annoyed me it's annoyingly 'high' .. Oh and tell me why'd you nearly knock her out ?? Lol .. I'll tell you a story about something like that to do with her lol ..
Q: Oh of course it works on everyone elses end lol<br>A: awww thats right your fs biggest spammer lol,Yes,3,your fs biggest spammer,No,0,,No,0,
Q: oh sorry  how often u wash google then?<br>A: wtf are you on seriously are you on drugs?? lol,No,0,,Yes,4,wtf are you on seriously are you on drugs,No,0,
Q: OH THANK YOU PPL - YES I ALWAYS DID THINK MY COUSIN WAS A WHORE.. NO OFFENSE TO HER.. but thank you for clarifying that. she is easier than a game of XandO&apos;s... and yes 479 - as of lastnight is the number.<br>A: aww ahh i didnt get that question what one was that,Yes,5,"""""""""""""""MY COUSIN WAS A WHORE""""""""""""""",No,0,,Yes,3,whore
Q: ok  let me get this straight...so  you are saying that your boyfriend is....???asian?<br>A: aha not chikety chIna chinese chicken,No,0,,Yes,7,"""""""asian",,,
Q: ok this comes with a warning label first... my cousin has slept with 479 men - does this make her a whore/slut? is this number alot? would she have been better to get them to pay since she basically gives it away to anyone she meets in a bar?? ur opinion?<br>A: wow didnt know there were 479 men in the world lol ok kidn sorry.... lolr r ok real answer im not one to judge people for real..but she could be going through some deeper stuff than what you see and sleeping with these men is all she may no i dont think shes either maybe shes a lost soul wanting to found or understood but doesnt know how to express her self..r r there's always reason behind what people do and say,Yes,6,Slept with 479 men whore,No,0,,No,0,
Q: ok..i keep getting invites to spam...but they dotn spam me back...<br>A: i know i got an invite to spam but i dont spam so mm,No,0,,No,0,,No,0,April Kontostathis
Q: omg u look so pretty wit chur beads on u kno that those ur jerry beads???lolz<br>A: lmfao yeh jerry wishes he had my beads =P so do u as a matter of fact =O lol mwahs,No,0,,No,0,,Yes,4,kno that those ur jerry beads???lolz
Q: omg..i forgot to call my buddy...today was his only day off too..well i&apos;ll text him later...but if i went to visit him....i would definitly had smoked.....but ididntr only drank today<br>A: wow i wana slap u u promised that you wouldnt and whhen we talked last week u did didnt you and u said you didnt im mad at you now =(,No,0,,No,0,,Yes,1,i wana slap u
Q: once a beater always a beater - agree?<br>A: disagree i know someone that beat his wife senceless took her to move to another country for him to wake up and see that life is to short to be doing this and she is the most important women to him been together for 25 years married for 23 of those years. he hasnt hit her in over 12 years,No,0,,No,0,,Yes,2,"""""""""""""""once a beater always a beater - agree?""""""""  -- This doesn't seem like bullying because it isn't directed at anyone in particular, but rather a crude sense of humor."""""""
Q: OOOOOhhhHHhh! ImA gOnnA CuM Up BeHiNd u N sTAlK U! BeNd OvA GRL N Let Me STALK U GUD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!HARD STALKING!!!<br>A: lmfao,No,0,,No,0,,Yes,8,"""""""cum up behind, stalk, bend ova girl, stalk u gud, hard stalking"""""""
Q: opps back at it again lolz... spam time jaja=p<br>A: lmao babe 2 questions is not spam not hurry up and spam me holy...y lol imm come see u in a min ok,No,0,,No,0,,Yes,7,"""""""spam time, 2 questions is not spam not hurry up and spam me holy"""""""
Q: Ouch! O_o You just got buttfucked!<br>A: *slappppppppped* and you just been pimped slapped,Yes,4,"""""""you just got buttfucked, you just been pimp slapped""""""",No,0,,Yes,6,"""""""Q: Ouch! O_o You just got buttfucked!"
Q: pardon me  i had the notion that you might be of asian?<br>A: yes yes yes yes yes to wateva u have to say yes,Yes,3,that you might be of asian;  ...wateva u have to say...,No,0,,No,0,
Q: r Have you ever broken one?r r<br>A: yeah i dont mean to,Yes,5,r Have you ever broken one?r r,No,0,,No,0,
Q: R u the queen of hearts<br>A: No i dont believe i am apparently i just brake them :(,No,0,,Yes,3,R u the queen of hearts,No,0,
Q: Ready to get owned=ppp (l)<br>A: By u yes :D,No,0,,Yes,1,ready to get owned,No,0,
Q: Rough passionate sex or slow passionate sex?<br>A: both passionate then the good stuff later lol,No,0,,No,0,,Yes,4,Rough passionate sex or slow passionate sex
Q: shelia or shay<br>A: omg shay lmao,No,0,,Yes,5,"""""""Q: shelia or shay",,,
Q: SHHHhhhh.r Don&apos;t be using my real name I don&apos;t want shay to know I am still here.lol<br>A: lmao aww shh shay might find out hole up *yells* SHAY BRANDONS ONLIN NOW lmao sorry gabe i had to do it lmao,No,0,,No,0,,Yes,1,lmao sorry gabe i had to do it lmao
Q: Sick .. Is that why you been M.I.A ?? .. Gayness flu or summin ?? .. And awww .. Glad you&apos;re online too .. How long you on for ?? ..<br>A: im here till my parents get home sike i cant stay out of the house that long lol m.i.a is bout right n my phone pissn me off,Yes,2,Gayness flu or summin,No,0,,No,0,
Q: since your an aussie do you rope walabies in your free time<br>A: well im NOT aussie i just live here and no i dont lol,Yes,5,since your an aussie do you rope walabies in your free time,No,0,,Yes,1,since your an aussie do you rope walabies in your free time
Q: Sleep in the nude? lol<br>A: yes kinda lol,No,0,,No,0,,No,2,Sleep in the nude?
Q: so the cockroach is slang for a person from new south wales<br>A: lmao what since when what why how huh,No,0,,Yes,3,cockroach is slang for a person from new south wales,No,0,
Q: so you and mr. big forehead are dating now  huh?<br>A: yes whats it to you,Yes,4,so you and mr. big forehead are dating now huh?,No,3,"""""""""""""""so you and mr. big forehead are dating now huh""""""""?""""""",Yes,2,mr. big forehead
Q: spamledge? stolen =D lmao<br>A: WTH!! i tm'd that woow u really need to make ur own dictionary of words lil one lol,No,0,,Yes,5,u really need to make ur own dictionary,No,0,
Q: spamm me! :)<br>A: sure thing =),Yes,5,spamm me!,No,0,,No,0,
Q: Speaking of cars .. Did you crash at all while you were learning to drive ?? .. And  how come you had to teach yourself how to drive lol .. That&apos;s a bit sad lol ..<br>A: lol yeh i reversed into a pole in onehunga lol,No,0,,Yes,2,how come you had to teach yourself how to drive lol .. That's a bit sad lol ..,No,0,
Q: suki suki five dolla for da eggrow<br>A: hi 5,Yes,0,suki suki five dolla for da eggrow. Racist comment,No,0,,No,0,
Q: that 15 yr old...lol....spam4spam....<br>A: the one you spamed yesterday and she still aint spammed you bak lol,No,0,,Yes,4,"""""""""""""""the one you spamed yesterday""""""""""""""",No,0,
Q: there sweet and delicioso!..i had to climd the tree though..i was drunk again too!!!!!!!<br>A: lmao omg drink driving and txtn you dork ima slap you  lol,Yes,1,dork,No,0,,Yes,1,dork ima slap you
Q: There was this girl who I was kind of &apos;friends&apos; with  who didn&apos;t like Emily so was spreading some rumours about her .. Said she was really a man lmbo .. Anyway  Emily heard that it was this girl  and barged into our class one day .. CONTINUE ..<br>A: lol she is a man sings like one to :P,Yes,5,There was this girl who I was kind of 'friends' with who didn't like Emily so was spreading some rumours about her,Yes,6,"""""""spreading some rumours about her",,,
Q: this is the sadest day of my life......i lost a friend.some one who knows me. =( all for what?<br>A: no i really wana delete these questions but i wont,No,0,,No,0,April Kontostathis,No,0,
Q: to the anon.....<br>A: Ta mere est le chien et mange ma merde!,Yes,6,Your mother is the dog and eat my shit!,No,0,,No,0,
Q: told ya imma spam rape ur page lmao O-O<br>A: guess u was half asleep cause u sent this one twice lol,No,0,,No,0,,Yes,1,spam rape
Q: Uhhh man I&apos;m about to go all rambo on this friggin Formspring bithc!!! .. Grrrrr ..<br>A: tell me bout it omg so over fs now :( i might go and do something useful like watch jersey shore again lol,No,0,,Yes,10,Uhhh man I&apos;m about to go all rambo on this friggin Formspring bithc!!! .. Grrrrr ..,No,0,
Q: ummm weres ma sattle at i think i left it in ur room lastnight momz need it back hehe <3<br>A: lmao WTF!! u dork lmao *hands it bak* you said u brought that hahaha,No,0,,Yes,1,u dork,Yes,1,u dork
Q: use a condom<br>A: thanks mum,No,0,,No,0,,Yes,3,"""""""use a condom"
