post,label
dont you think zane from degrassi is hot because i do lol lmao neva seen it sorry,0
do not be blah be glad sigh,0
dont let me go im not still holding on,0
do not you have a contact on yahoo called that love me or something like that i do have a look its a hi but then who knows these days,0
dont you hate how some people rate themselves compared to others whats your intake on it yeah i dont like it personally but it happens it shows peoples insecurities thats all,0
dubai sounds like a nice place to be,0
mexican or chinese food,0
escargot and caviar or filet mignon ah what is that,0
ever been in a physical fight if yes how many and who were they with my older sister miss communication on my end as usual but ended in me ripping her shirt and her with my hair in her hands lmao was runny my poor dad lol,0
ever been in a stag shop what did you buy lol no,0
ever been in true love yeah i am in love at the moment think about him daily wishing i was with him every day within us we would do what we say we would right now but things are stopping that from happening its cool i love him he knows that right,0
ever been skinny dipping yes i have,0
ever broken any bones no thank god im such a little kid when i get hurt lol,0
ever come close to death no i never want to,0
ever eat that stuff spam,0
ever fall asleep while driving no way im a geek like that,0
ever felt lied to and know it you kinda may be,0
ever flown to meet anyone from online what was your experience like good or bad explain no not yet,0
ever give a friend a highfive while driving in opposite directions at say um mph both ways laughing my ass off no not at all,0
have you ever been to chinatown yes i used to have lunch in china town only the best ever,0
ever had a friend die yes she was,0
ever had a onenight stand if so how many and do you regret any of them once and no not at all,0
ever had a sake bomb wait are they the bombs that stink or are they stink bombs lol,0
ever had anyone break your window i have it was because the guy was trying to get my attention and i had a hard time making him pay for the new window yes he threw a brick through the window because i locked him out he had to pay for it,0
ever had meat in a can,0
ever had the car stall on you while on a steep hill yes i have when i first learnt how to drive stick shift,0
ever jump off a ramp in a car i have oh my god no im not wanting to die soon holy,0
ever see the movie super size me hmm not that i can think of is it like biggest loser,0
ever seen two weeks notice no sooz never seen it,0
